ClusterID,t0_mean_x,t0_mean_y,t0_mean_z,t0_evals_x,t0_evals_y,t0_evals_z,t0_cov(0:0),t0_cov(0:1),t0_cov(0:2),t0_cov(1:0),t0_cov(1:1),t0_cov(1:2),t0_cov(2:0),t0_cov(2:1),t0_cov(2:2),t0_evecs(0:0),t0_evecs(0:1),t0_evecs(0:2),t0_evecs(1:0),t0_evecs(1:1),t0_evecs(1:2),t0_evecs(2:0),t0_evecs(2:1),t0_evecs(2:2),t1_mean_x,t1_mean_y,t1_mean_z,t1_evals_x,t1_evals_y,t1_evals_z,t1_cov(0:0),t1_cov(0:1),t1_cov(0:2),t1_cov(1:0),t1_cov(1:1),t1_cov(1:2),t1_cov(2:0),t1_cov(2:1),t1_cov(2:2),t1_evecs(0:0),t1_evecs(0:1),t1_evecs(0:2),t1_evecs(1:0),t1_evecs(1:1),t1_evecs(1:2),t1_evecs(2:0),t1_evecs(2:1),t1_evecs(2:2),t2_mean_x,t2_mean_y,t2_mean_z,t2_evals_x,t2_evals_y,t2_evals_z,t2_cov(0:0),t2_cov(0:1),t2_cov(0:2),t2_cov(1:0),t2_cov(1:1),t2_cov(1:2),t2_cov(2:0),t2_cov(2:1),t2_cov(2:2),t2_evecs(0:0),t2_evecs(0:1),t2_evecs(0:2),t2_evecs(1:0),t2_evecs(1:1),t2_evecs(1:2),t2_evecs(2:0),t2_evecs(2:1),t2_evecs(2:2),t3_mean_x,t3_mean_y,t3_mean_z,t3_evals_x,t3_evals_y,t3_evals_z,t3_cov(0:0),t3_cov(0:1),t3_cov(0:2),t3_cov(1:0),t3_cov(1:1),t3_cov(1:2),t3_cov(2:0),t3_cov(2:1),t3_cov(2:2),t3_evecs(0:0),t3_evecs(0:1),t3_evecs(0:2),t3_evecs(1:0),t3_evecs(1:1),t3_evecs(1:2),t3_evecs(2:0),t3_evecs(2:1),t3_evecs(2:2),Label
P361.N230.N27,3.61211,-2.30821,-0.276602,0.00745214,0.0210734,0.236292,0.0152906,-0.00647853,-0.0093756,-0.00647853,0.0138584,-0.00735853,-0.0093756,-0.00735853,0.235669,-0.672059,-0.739337,0.0414321,-0.738709,0.673272,0.0318299,-0.0514282,-0.00921471,-0.998634,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
P378.P977.N127,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,3.78022,9.77319,-1.27976,4.54054e-05,0.0239473,0.0475611,0.0470578,0.00340886,0.000133497,0.00340886,0.0244499,9.75461e-05,0.000133497,9.75461e-05,4.6104e-05,0.00257584,-0.145941,0.98929,0.00363722,0.989288,0.145931,-0.99999,0.00322237,0.00307907,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
P414.N233.N24,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,4.14222,-2.33307,-0.245981,0.00736242,0.0204953,0.230535,0.0144613,-0.00639009,-0.00897798,-0.00639009,0.0138469,-0.00436089,-0.00897798,-0.00436089,0.230085,-0.697334,-0.715576,0.0409493,-0.715508,0.698349,0.0188971,-0.0421192,-0.016122,-0.998983,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
P488.N829.P224,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,4.88145,-8.29864,2.24773,0.00163434,0.00289092,1.7485,0.00296685,-9.94804e-05,-0.0125494,-9.94804e-05,0.00166126,-0.00469658,-0.0125494,-0.00469658,1.7484,-0.106622,-0.994274,0.00718903,-0.994294,0.106644,0.00268812,-0.00343939,-0.00686139,-0.999971,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
P488.N830.N45,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,4.88973,-8.3017,-0.455882,0.00178311,0.00293945,0.203636,0.00293261,-9.00711e-05,-0.000236281,-9.00711e-05,0.00179068,-0.000302787,-0.000236281,-0.000302787,0.203636,-0.0784412,-0.996918,0.00117659,-0.996917,0.0784429,0.00149956,-0.00158724,-0.00105533,-0.999998,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
P490.N827.P120,4.90121,-8.27099,1.20349,0.00192732,0.00473871,2.04841,0.00485793,-0.000138469,-0.0158061,-0.000138469,0.00194773,0.00596067,-0.0158061,0.00596067,2.04827,-0.032892,-0.999429,0.00773453,-0.999455,0.0328704,-0.00291309,0.00265719,-0.00782614,-0.999966,4.92983,-8.26042,0.966197,0.00163028,0.0048452,1.99213,0.004706,0.000758062,-0.011344,0.000758062,0.00184431,0.00448405,-0.011344,0.00448405,1.99205,0.251855,-0.967748,0.00570695,-0.967758,-0.251871,-0.00225076,0.00361558,-0.00495608,-0.999981,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,4.89552,-8.30579,1.18148,0.00253341,0.00472708,2.66196,0.00369613,0.00110068,-0.00367533,0.00110068,0.00357546,-0.00399864,-0.00367533,-0.00399864,2.66195,0.687228,-0.726441,0.00138323,-0.726442,-0.687226,0.00150473,-0.00014251,-0.00203893,-0.999998,0
P500.P923.N42,5.00889,9.23118,-0.429308,0.000909554,0.00321635,0.187471,0.00320146,-0.000188009,0.000370321,-0.000188009,0.000927325,0.000631461,0.000370321,0.000631461,0.187468,0.0823243,-0.996604,0.0020062,0.996599,0.0823307,0.00338301,-0.00353669,0.00172088,0.999992,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
P500.P924.P200,5.00665,9.24425,2.00529,0.0017454,0.00365262,1.48807,0.00373248,1.19148e-05,-0.0110754,1.19148e-05,0.0017929,0.00815296,-0.0110754,0.00815296,1.48794,0.0381289,-0.999245,0.00746116,-0.999256,-0.0381703,-0.00548521,0.00576586,-0.00724647,-0.999957,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
P502.P924.P117,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,5.02939,9.24055,1.1769,0.00303222,0.00422912,2.07978,0.00439152,0.000156527,-0.0235037,0.000156527,0.00325809,0.015924,-0.0235037,0.015924,2.07939,0.294386,-0.955619,0.0113233,-0.955627,-0.294479,-0.00766701,0.0106612,-0.00856382,-0.999906,4.98152,9.21153,0.946041,0.00222228,0.00422198,2.0594,0.00422013,-0.00031621,-0.00818368,-0.00031621,0.00235305,0.0140759,-0.00818368,0.0140759,2.05927,-0.131255,-0.991341,0.00398291,-0.991329,0.131226,-0.0068432,0.00626128,-0.00484658,-0.999969,4.9769,9.21561,1.01458,0.00210718,0.00551143,1.78052,0.00380824,0.00167941,-0.00910463,0.00167941,0.00386743,0.00430798,-0.00910463,0.00430798,1.78047,-0.716932,-0.697125,0.00512205,0.697123,-0.716948,-0.00241989,-0.0053592,-0.0018358,-0.999984,0
P728.P656.N38,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,7.28557,6.56247,-0.387232,0.13623,0.504611,1.49216,0.521545,0.12759,0.0174642,0.12759,1.46517,0.114932,0.0174642,0.114932,0.14628,0.0171707,-0.991185,0.13137,0.084513,0.132358,0.987593,-0.996274,-0.00585523,0.0860407,0
P736.P606.N47,7.36669,6.06904,-0.476142,0.11991,0.504239,1.14326,0.520046,0.100659,0.00279468,0.100659,1.10944,0.132421,0.00279468,0.132421,0.137923,-0.0271189,-0.986959,0.158674,0.1353,0.153648,0.978819,-0.990433,0.0480131,0.129369,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
P775.P973.N127,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,7.75592,9.73744,-1.27481,5.64754e-05,0.0109483,0.0315435,0.0297554,0.00579847,-0.000152464,0.00579847,0.0127349,6.39309e-05,-0.000152464,6.39309e-05,5.80185e-05,-0.00671767,-0.294541,0.955615,0.00811454,0.955589,0.29459,-0.999945,0.00973334,-0.00402927,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
P823.P607.P7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,8.23293,6.07775,0.0739353,0.120115,0.491838,1.22596,0.62356,0.281773,0.0180057,0.281773,1.08238,0.105029,0.0180057,0.105029,0.131965,-0.0300648,-0.905102,0.42413,0.117149,0.418207,0.900766,-0.992659,0.0767679,0.0934588,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
P826.N722.N28,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,8.26094,-7.225,-0.289286,0.0128694,0.0259326,0.231319,0.0257378,0.00262524,0.00813223,0.00262524,0.0134054,0.00195638,0.00813223,0.00195638,0.230978,-0.19906,-0.979185,0.039645,0.979986,-0.19884,0.00944792,-0.00136824,0.0407323,0.999169,0
P882.N515.N55,8.82945,-5.15578,-0.550016,0.0980199,0.382607,0.775383,0.428748,0.125955,-0.0114068,0.125955,0.724624,-0.0537858,-0.0114068,-0.0537858,0.102638,-0.00194167,-0.939425,0.342749,-0.0851349,0.34166,0.93596,-0.996368,-0.0273626,-0.0806412,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
